Assign: part_num = "1"
    Assign: device_num = "2"
    Assign: device_number = "2"
    Assign: device_num = "2"
    Assign: package_id = "2"
    Assign: site1_part_num = "2"
    Assign: part_num = "2"
    Assign: PART_ID = "25 2"
    Assign: SITE1_PART_ID = "25 2"
    Site 1: P5
    Testflow started on 08/15/2023 at 08:38:00 AM
    Assign Site 1: Bypass_Duplicates = 0
    
Site  TNum      Test                        TestSuite        p/f      Pin      LoLim             Measure        HiLim             
----------------------------------------------------------------------------------------------------------------------------------
1     1         Digital_Contact@ADRYtYfRnEF[1]     Digital_Contact     passed   ADR1   350.000000 mV   412.793152 mV   850.000000 mV
1     1         Digital_Contact@ADRYtYfRnEF[1]     Digital_Contact     passed   ADR1   350.000000 mV   461.862678 mV   850.000000 mV
1     1         Digital_Contact@ADRYtYfRnEF[1]     Digital_Contact     failed   ADR1   350.000000 mV   735.792154 mV   850.000000 mV
1     1         Digital_Contact@ADRYtYfRnEF[1]     Digital_Contact     passed   ADR1   350.000000 mV   755.520165 mV   850.000000 mV
1     1         Digital_Contact@ADRYtYfRnEF[1]     Digital_Contact     passed   ADR1   350.000000 mV   623.359783 mV   850.000000 mV
1     1         Digital_Contact@ADRYtYfRnEF[1]     Digital_Contact     passed   ADR1   350.000000 mV   432.043169 mV   850.000000 mV
1     1         Digital_Contact@ADRYtYfRnEF[1]     Digital_Contact     passed   ADR1   350.000000 mV   419.321719 mV   850.000000 mV
1     1         Digital_Contact@ADRYtYfRnEF[1]     Digital_Contact     passed   ADR1   350.000000 mV   413.926099 mV   850.000000 mV
1     1         Digital_Contact@ADRYtYfRnEF[1]     Digital_Contact     passed   ADR1   350.000000 mV   591.076035 mV   850.000000 mV
1     1         Digital_Contact@ADRYtYfRnEF[1]     Digital_Contact     passed   ADR1   350.000000 mV   392.735558 mV   850.000000 mV
1     1         Digital_Contact@ADRYtYfRnEF[1]     Digital_Contact     failed   ADR1   350.000000 mV   642.694782 mV   850.000000 mV
1     1         Digital_Contact@ADRYtYfRnEF[1]     Digital_Contact     passed   ADR1   350.000000 mV   543.285171 mV   850.000000 mV
1     1         Digital_Contact@ADRYtYfRnEF[1]     Digital_Contact     failed   ADR1   350.000000 mV   591.842722 mV   850.000000 mV
1     1         Digital_Contact@ADRYtYfRnEF[1]     Digital_Contact     passed   ADR1   350.000000 mV   514.636982 mV   850.000000 mV
1     1         Digital_Contact@ADRYtYfRnEF[1]     Digital_Contact     passed   ADR1   350.000000 mV   496.408566 mV   850.000000 mV
